Date,Open,High,Low,Close,Volume
2015-01-01 00:00:00+05:30,213.46515184550813,214.22833452461043,212.12958900717317,213.70083618164062,3544940
2015-01-02 00:00:00+05:30,213.33052916020628,217.57288930873042,213.33052916020628,216.67503356933594,5900384
2015-01-05 00:00:00+05:30,217.72999792245173,217.85345033587487,214.3854801031545,214.84564208984375,4796000
2015-01-06 00:00:00+05:30,214.1385647679362,214.710944984039,210.4461308010298,211.50111389160156,8219680
2015-01-07 00:00:00+05:30,210.9287217994117,213.54371791796157,210.15431863290294,212.11837768554688,5746112
2015-01-08 00:00:00+05:30,214.19469308364788,217.49431540799782,212.83668912402015,216.57400512695312,9525824
2015-01-09 00:00:00+05:30,218.38092376622404,219.97461190299686,216.9667903009825,218.99819946289062,8985184
2015-01-12 00:00:00+05:30,217.59532373545449,218.71764330557716,216.49544507665829,217.0678253173828,4126412
2015-01-13 00:00:00+05:30,217.49431081796683,218.16770255565586,214.52016397650695,216.2373046875,5828348
2015-01-14 00:00:00+05:30,215.4965692952803,218.77375052900334,215.4180124085915,216.3607635498047,3685232
2015-01-15 00:00:00+05:30,222.21927900283742,224.0598858719899,217.89834857778226,222.9263458251953,11398476
2015-01-16 00:00:00+05:30,224.9577245332128,227.80841881862418,224.13842581371873,224.7669219970703,7821308
2015-01-19 00:00:00+05:30,227.43803756643888,228.9531688307601,225.12606222906797,225.48519897460938,4239492
2015-01-20 00:00:00+05:30,226.70857529138837,230.52446220223354,224.91286380393183,229.1664581298828,8505804
2015-01-21 00:00:00+05:30,230.6142143469916,231.85997254099806,228.58280510939667,228.94195556640625,6740612
2015-01-22 00:00:00+05:30,230.0754889834905,231.75896817117456,228.62769414204445,229.23374938964844,6470680
2015-01-23 00:00:00+05:30,231.1977895710659,235.2381392917253,229.94079736026913,234.07093811035156,9987912
2015-01-27 00:00:00+05:30,234.1158641902626,241.91598526467453,233.64449544713682,241.08547973632812,9962400
2015-01-28 00:00:00+05:30,240.1763808501566,245.38393254021386,236.80942224010766,237.56137084960938,11364940
2015-01-29 00:00:00+05:30,241.29868598833477,247.04495619319073,238.15619147313785,245.7879638671875,20567616
2015-01-30 00:00:00+05:30,245.6869828128514,245.6869828128514,238.8857154028921,241.82618713378906,10570416
