Date,Open,High,Low,Close,Volume
2015-01-02 00:00:00-05:00,39.522483519398754,40.16622593765409,39.420840659920174,39.60718536376953,27913900
2015-01-05 00:00:00-05:00,39.27683686204249,39.581768618969726,39.17519402012263,39.242958068847656,39673900
2015-01-06 00:00:00-05:00,39.285313214357785,39.59871389554198,38.57380678196122,38.6669807434082,36447900
2015-01-07 00:00:00-05:00,38.94649870619703,39.35307334162107,38.53145517950431,39.15825653076172,29114100
2015-01-08 00:00:00-05:00,39.59870865804818,40.44573985928985,39.57329875598457,40.31021499633789,29645200
2015-01-09 00:00:00-05:00,40.327155999250174,40.50503177599165,39.72576462198083,39.97140121459961,23944200
2015-01-12 00:00:00-05:00,40.16622219823204,40.26786827941575,39.26837109928488,39.471656799316406,23651900
2015-01-13 00:00:00-05:00,39.785049597307136,40.58125762398553,39.0142514682478,39.26836013793945,35270600
2015-01-14 00:00:00-05:00,38.9295539855957,39.16672492371881,38.64156324236367,38.9295539855957,29719600
2015-01-15 00:00:00-05:00,39.149784264722,39.28530913151423,38.463687809054505,38.522979736328125,32750800
2015-01-16 00:00:00-05:00,38.37899333904909,39.20061158790526,38.26040623059236,39.16673278808594,35695300
2015-01-20 00:00:00-05:00,39.217548334677296,39.514011226797486,38.599215876714105,39.29378128051758,36161900
2015-01-21 00:00:00-05:00,38.912612856523694,39.08201974576873,38.52297927307745,38.89567184448242,39081100
2015-01-22 00:00:00-05:00,39.28530841035611,39.92905070801014,39.031199693681295,39.92058181762695,35898000
2015-01-23 00:00:00-05:00,40.11540229160537,40.14081219625576,39.64106360740125,39.96293640136719,26211600
2015-01-26 00:00:00-05:00,39.81046650397874,39.92058146499327,39.166724212011125,39.81893539428711,42525500
2015-01-27 00:00:00-05:00,36.379989639410056,36.59174743331679,35.66848332263674,36.13434982299805,169164000
2015-01-28 00:00:00-05:00,36.20212636652889,36.24447729369808,34.86381509603572,34.889225006103516,84507100
2015-01-29 00:00:00-05:00,34.66898638892191,35.676952327954474,34.55040254093779,35.583778381347656,63585300
2015-01-30 00:00:00-05:00,35.19414228763499,35.21955541835501,34.17770430035118,34.22005844116211,78004900
2015-02-02 00:00:00-05:00,34.381003616441994,35.04168705450589,34.076071804668416,34.9654541015625,50352500
2015-02-03 00:00:00-05:00,35.261920556746105,35.51602934831219,34.770640759372235,35.236507415771484,52082400
2015-02-04 00:00:00-05:00,35.52449065373426,35.75318948664794,35.0332141924577,35.439788818359375,41614800
2015-02-05 00:00:00-05:00,35.76165372614775,36.117405233707466,35.45672201614388,35.95647048950195,36548200
2015-02-06 00:00:00-05:00,36.15129864706495,36.24447261350694,35.70237306093702,35.92259979248047,34616600
2015-02-09 00:00:00-05:00,35.77859475301768,36.202110299079514,35.75318162306028,35.8802375793457,31381100
2015-02-10 00:00:00-05:00,36.20210986227779,36.22751976076141,35.72777129319154,36.08352279663086,29670700
2015-02-11 00:00:00-05:00,36.125892788906164,36.125892788906164,35.753196881370165,35.897193908691406,38262500
2015-02-12 00:00:00-05:00,36.13434586441378,36.49856948852539,36.00728990952195,36.49856948852539,33268800
2015-02-13 00:00:00-05:00,36.744212523649836,37.15925598144531,36.54939574513008,37.15925598144531,40264900
2015-02-17 00:00:00-05:00,37.50901166838834,37.53460240142098,36.84362332207818,37.17631912231445,33695700
2015-02-18 00:00:00-05:00,37.2189825140362,37.27869641167244,37.01424682630955,37.13367462158203,27111700
2015-02-19 00:00:00-05:00,36.83510308527861,37.13367255685861,36.72420445833611,37.10808181762695,27603400
2015-02-20 00:00:00-05:00,37.11660750847572,37.43224178224554,36.92893668138766,37.41518020629883,29721100
2015-02-23 00:00:00-05:00,37.27868605003817,37.69668321730927,37.236033742748,37.66256332397461,32518800
2015-02-24 00:00:00-05:00,37.66257007588073,37.79052702069055,37.466363569678876,37.611385345458984,25271700
2015-02-25 00:00:00-05:00,37.491942686340515,37.61137042244303,37.363982538138245,37.526065826416016,29759800
2015-02-26 00:00:00-05:00,37.52608627031554,37.730818713981606,37.440778373651746,37.58580017089844,28957300
2015-02-27 00:00:00-05:00,37.64551704798831,37.705230953292585,37.24457803737635,37.40665817260742,33807700
2015-03-02 00:00:00-05:00,37.25308702999733,37.69667812504996,37.15072085549658,37.43223190307617,31924000
2015-03-03 00:00:00-05:00,37.15926132469288,37.38958770787749,36.75832244424232,36.92040252685547,31748600
2015-03-04 00:00:00-05:00,36.690075301519066,36.86068779486892,36.57917994687991,36.732730865478516,25748700
2015-03-05 00:00:00-05:00,36.74126746858505,36.88628925626694,36.528002622236556,36.775390625,23193500
2015-03-06 00:00:00-05:00,36.68154698759593,36.77538402381163,35.9564479418318,36.135589599609375,36248800
2015-03-09 00:00:00-04:00,35.99056987223283,36.79244767855454,35.99056987223283,36.5535888671875,32108000
2015-03-10 00:00:00-04:00,36.127058907202006,36.43416076612526,35.85408020019531,35.85408020019531,39159700
2015-03-11 00:00:00-04:00,36.09293150420306,36.14411296727223,35.69199268796283,35.81142044067383,32215300
2015-03-12 00:00:00-04:00,35.2569345417107,35.529913196294444,34.85599571909484,34.99248504638672,59992500
2015-03-13 00:00:00-04:00,34.71950678859539,35.376362700620106,34.64273133773114,35.29958724975586,58007700
