Date,Open,High,Low,Close,Volume
2015-01-02 00:00:00-05:00,170.47257341496748,170.8855799305739,168.6553346631324,169.68785095214844,121465900
2015-01-05 00:00:00-05:00,168.647096929558,168.8122970325031,166.31774648892383,166.6233673095703,169632600
2015-01-06 00:00:00-05:00,166.92893414109756,167.4493262708284,164.2609161597577,165.05389404296875,209151400
2015-01-07 00:00:00-05:00,166.3755210016873,167.44934031956146,165.9294795701786,167.1106719970703,125346700
2015-01-08 00:00:00-05:00,168.51485570199497,170.29079066750828,168.49834452192908,170.07601928710938,147217800
2015-01-09 00:00:00-05:00,170.48911913604712,170.50564292912694,168.1019414964393,168.71319580078125,158567300
2015-01-12 00:00:00-05:00,168.84528539651083,169.00222985064968,166.78850891492957,167.39149475097656,144396100
2015-01-13 00:00:00-05:00,168.60577637472915,169.72915460451395,165.62386881945937,166.92071533203125,214553300
2015-01-14 00:00:00-05:00,164.91346747166824,166.1111962382504,164.02138464722543,165.91294860839844,192991100
2015-01-15 00:00:00-05:00,166.54903755284403,166.86291398308043,164.277501361906,164.3931427001953,176613900
2015-01-16 00:00:00-05:00,164.18661346110187,166.70595572276284,164.0048895862307,166.54901123046875,211879600
2015-01-20 00:00:00-05:00,167.1850467519091,167.44937699436866,165.34304106412313,166.90420532226562,130991100
2015-01-21 00:00:00-05:00,166.4416173249317,168.22580840656576,165.97905206760984,167.74671936035156,122942700
2015-01-22 00:00:00-05:00,168.49842947284804,170.3734702759483,167.12724459882256,170.24131774902344,174356000
2015-01-23 00:00:00-05:00,169.98518533689273,170.24125991747914,169.17569624213647,169.307861328125,117516800
2015-01-26 00:00:00-05:00,169.0931954541324,169.7952992269219,168.3828234814515,169.70443725585938,92009700
2015-01-27 00:00:00-05:00,167.65581498160063,168.60572463711327,166.63982279120685,167.46583557128906,134044600
2015-01-28 00:00:00-05:00,168.64706860560267,168.74618612993115,165.1282578484053,165.3182373046875,168514300
2015-01-29 00:00:00-05:00,165.51647790768044,167.1024212491774,164.11224581839372,166.8463592529297,173585400
2015-01-30 00:00:00-05:00,165.6734188056964,166.99503192642172,164.48395817427368,164.74827575683594,197729700
2015-02-02 00:00:00-05:00,165.24390342208943,166.87940563546837,163.4349329327051,166.78854370117188,163107000
2015-02-03 00:00:00-05:00,167.68063958790245,169.20876868484345,167.30893625739085,169.20050048828125,124212900
2015-02-04 00:00:00-05:00,168.44052631630873,169.6465105332436,168.10185804807884,168.55616760253906,134306700
2015-02-05 00:00:00-05:00,169.2169950571287,170.40645559253682,169.14265692465472,170.2577667236328,97953200
